Data,ID_Veiculo,Modelo,KM_Rodado,Litros_Consumidos,Media_Consumo_KML,Custo_Combustivel,Custo_Manutencao,Custo_Multas,Tempo_Parada_Manutencao_Horas,Acidentes
2024-01-06,VEICULO_05,MODELO_C,71,23.22711616726055,3.0567720714324853,128.81190170091395,0.0,0.0,0,0
2024-01-06,VEICULO_06,MODELO_D,349,127.14917666176731,2.7448073920949057,888.034868247527,0.0,0.0,0,0
2024-01-06,VEICULO_07,MODELO_E,465,133.348716502544,3.4870976803974627,742.572395958762,0.0,0.0,0,0
2024-01-06,VEICULO_08,MODELO_A,104,36.76445826124478,2.8288190529283956,233.536083993636,0.0,0.0,0,0
2024-01-06,VEICULO_09,MODELO_C,449,99.66972922989652,4.504878296241221,600.3878567118297,0.0,0.0,0,0
2024-01-06,VEICULO_10,MODELO_E,351,94.52734878039327,3.7132110921194474,516.4361860158708,0.0,0.0,0,0
2024-01-06,VEICULO_11,MODELO_D,216,67.36183109979869,3.20656366481471,426.2017382399529,0.0,0.0,0,0
2024-01-06,VEICULO_12,MODELO_A,385,89.42331607324138,4.305364829958544,507.61171407659214,0.0,0.0,0,0
2024-01-06,VEICULO_13,MODELO_B,499,154.64528011096007,3.2267392812891593,782.9553062671836,0.0,0.0,0,0
2024-01-06,VEICULO_14,MODELO_A,262,72.67627016625542,3.605028152939667,405.1917627840805,0.0,0.0,0,0
2024-01-06,VEICULO_15,MODELO_C,187,38.58809286141719,4.846054472595467,233.0186254970181,0.0,0.0,0,0
2024-01-06,VEICULO_16,MODELO_C,116,44.742982951889005,2.5925853026994616,297.3215983376212,0.0,0.0,0,0
2024-01-06,VEICULO_17,MODELO_A,68,13.964744315540715,4.869405301200249,93.1931615093959,0.0,0.0,0,0
2024-01-06,VEICULO_18,MODELO_C,405,134.2090704850009,3.0176797927027033,801.2947848841723,0.0,0.0,0,0
2024-01-06,VEICULO_19,MODELO_A,307,121.75537453438876,2.5214492680427054,764.8242276715961,0.0,0.0,0,0
2024-01-06,VEICULO_20,MODELO_D,201,66.54152743043197,3.020670065173092,463.12173611588616,0.0,0.0,0,0
2024-01-07,VEICULO_01,MODELO_C,172,44.27485201077281,3.8848238263597024,277.04622397621125,0.0,0.0,0,0
2024-01-07,VEICULO_02,MODELO_C,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-07,VEICULO_03,MODELO_D,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-07,VEICULO_04,MODELO_A,163,64.17497638217971,2.539930813987215,434.26429565100574,0.0,0.0,0,0
2024-01-07,VEICULO_05,MODELO_B,359,81.8928772636169,4.383775634654558,519.2974382824873,0.0,0.0,0,0
2024-01-07,VEICULO_06,MODELO_B,289,114.82034391866425,2.516975564928808,712.8527758191864,0.0,0.0,0,0
2024-01-07,VEICULO_07,MODELO_A,386,92.1134717458736,4.190483679357049,485.48486594689405,0.0,0.0,0,0
2024-01-07,VEICULO_08,MODELO_D,342,133.4177980002872,2.5633761396606456,903.8771494045711,0.0,0.0,0,0
2024-01-07,VEICULO_09,MODELO_A,206,75.5799040156025,2.7255922415232754,432.80416233403366,0.0,0.0,0,0
2024-01-07,VEICULO_10,MODELO_E,416,110.54852809452778,3.7630532687354004,641.631415621399,0.0,0.0,0,0
2024-01-07,VEICULO_11,MODELO_C,59,18.695531879988604,3.1558342591554003,114.18849214136688,0.0,0.0,0,0
2024-01-07,VEICULO_12,MODELO_C,318,92.27881397518355,3.446078100716806,588.9394672768931,0.0,0.0,0,0
2024-01-07,VEICULO_13,MODELO_A,129,35.03096784396755,3.682456065004616,227.52762478552336,0.0,0.0,0,0
2024-01-07,VEICULO_14,MODELO_C,159,60.812294092074474,2.614602891962303,379.0962923344115,0.0,0.0,0,0
2024-01-07,VEICULO_15,MODELO_D,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-07,VEICULO_16,MODELO_D,425,120.31681866908406,3.5323407375730893,743.8742095715846,0.0,0.0,0,0
2024-01-07,VEICULO_17,MODELO_C,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-07,VEICULO_18,MODELO_D,250,56.24993655617217,4.444449457295754,340.5443385650709,0.0,0.0,0,0
2024-01-07,VEICULO_19,MODELO_E,65,15.39985239733369,4.220819675599879,81.76850178175215,0.0,0.0,0,0
2024-01-07,VEICULO_20,MODELO_C,151,35.56572466849838,4.2456607142816125,229.19790324068472,0.0,0.0,0,0
2024-01-08,VEICULO_01,MODELO_E,287,78.05680464169684,3.676809489158728,535.7377414845092,0.0,0.0,0,0
2024-01-08,VEICULO_02,MODELO_E,373,101.82700397925667,3.6630754654824607,666.8406106014337,0.0,0.0,0,0
2024-01-08,VEICULO_03,MODELO_D,383,118.97418895760185,3.219185634763919,670.1114050319233,0.0,0.0,0,0
2024-01-08,VEICULO_04,MODELO_A,424,118.34683624999279,3.5826897738470453,682.9620211636769,0.0,0.0,0,0
2024-01-08,VEICULO_05,MODELO_D,392,108.43596778449464,3.615036671033912,703.7472892244563,0.0,0.0,0,0
2024-01-08,VEICULO_06,MODELO_D,243,65.24510302988548,3.7244174461444866,339.9682745080716,0.0,0.0,0,0
2024-01-08,VEICULO_07,MODELO_D,148,35.28173214482408,4.1948053851917235,177.62052700846976,0.0,0.0,0,0
2024-01-08,VEICULO_08,MODELO_A,343,99.16492047879325,3.4588844355837676,567.8425540865795,127.83476534163634,0.0,19,0
2024-01-08,VEICULO_09,MODELO_A,228,65.14810276404717,3.499718185589662,382.23053675057156,0.0,0.0,0,0
2024-01-08,VEICULO_10,MODELO_C,470,151.43886544035183,3.103562606820518,874.128492412904,0.0,0.0,0,0
2024-01-08,VEICULO_11,MODELO_D,484,171.35581085680792,2.8245321683572824,1075.6223210995408,0.0,0.0,0,0
2024-01-08,VEICULO_12,MODELO_C,379,123.72093514424438,3.063345743047687,699.8245153393109,0.0,0.0,0,0
2024-01-08,VEICULO_13,MODELO_C,143,35.238185021872546,4.058097768407739,224.2452955443719,41.435216285460626,0.0,8,0
2024-01-08,VEICULO_14,MODELO_C,142,44.04571367520743,3.2239232413647856,295.250220255044,0.0,0.0,0,0
2024-01-08,VEICULO_15,MODELO_C,262,53.058888567634966,4.937909690023466,369.1805606751128,0.0,0.0,0,0
2024-01-08,VEICULO_16,MODELO_E,173,51.10724589172815,3.385038598372223,265.08302734953895,0.0,0.0,0,0
2024-01-08,VEICULO_17,MODELO_C,198,44.96082782654339,4.403833505109693,304.3842908376168,0.0,0.0,0,0
2024-01-08,VEICULO_18,MODELO_A,273,59.302354700530195,4.603527151301451,387.3756375874306,0.0,0.0,0,0
2024-01-08,VEICULO_19,MODELO_D,154,48.960551586539204,3.145389400440077,259.91430147350826,0.0,107.70441650607417,0,0
2024-01-08,VEICULO_20,MODELO_A,206,51.13377585495362,4.028648316219417,291.8873625128148,0.0,0.0,0,0
2024-01-09,VEICULO_01,MODELO_B,377,148.604325878142,2.5369382605264548,782.1285507053958,0.0,0.0,0,0
2024-01-09,VEICULO_02,MODELO_B,450,105.9522184228218,4.247197526381112,606.4513427337924,0.0,0.0,0,0
2024-01-09,VEICULO_03,MODELO_C,99,22.82170902986632,4.3379748585191695,153.80201035349583,0.0,0.0,0,0
2024-01-09,VEICULO_04,MODELO_E,100,37.190628318737296,2.6888494365559894,208.89327969573927,0.0,0.0,0,0
2024-01-09,VEICULO_05,MODELO_E,88,21.895795608239432,4.019036420256199,147.37143661416874,0.0,0.0,0,0
2024-01-09,VEICULO_06,MODELO_C,316,107.74345214495196,2.932892846006748,738.7359427108112,0.0,0.0,0,0
2024-01-09,VEICULO_07,MODELO_B,62,17.783943708307167,3.486290837225199,107.11442169637522,0.0,0.0,0,0
2024-01-09,VEICULO_08,MODELO_C,175,44.358186523291025,3.945156772991909,228.9142570372541,0.0,59.23234976110778,0,0
2024-01-09,VEICULO_09,MODELO_B,91,21.122545290551823,4.3081929165376,134.97167158052335,75.89834713912104,0.0,3,0
2024-01-09,VEICULO_10,MODELO_B,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-09,VEICULO_11,MODELO_C,300,70.94394068410584,4.228690951011853,483.0314014143674,0.0,0.0,0,0
2024-01-09,VEICULO_12,MODELO_C,380,136.88684340603905,2.7760155070040535,723.1633370214881,0.0,0.0,0,0
2024-01-09,VEICULO_13,MODELO_B,446,103.82227823140906,4.295802477055188,682.6715291515006,0.0,0.0,0,0
2024-01-09,VEICULO_14,MODELO_D,99,26.821488787599552,3.6910702751806577,146.30877362686644,0.0,0.0,0,0
2024-01-09,VEICULO_15,MODELO_C,151,31.137415576739556,4.849471197371976,205.47939208563767,0.0,0.0,0,0
2024-01-09,VEICULO_16,MODELO_B,203,67.92949367126215,2.98839265580865,348.53035608612373,0.0,0.0,0,0
2024-01-09,VEICULO_17,MODELO_D,193,64.53060556475032,2.990828899108081,434.5255583853257,0.0,0.0,0,0
2024-01-09,VEICULO_18,MODELO_B,452,104.7884247276015,4.313453524804656,569.24815707305,0.0,0.0,0,0
2024-01-09,VEICULO_19,MODELO_D,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-09,VEICULO_20,MODELO_D,173,50.936493672234384,3.3963861178434973,325.87402425973687,0.0,0.0,0,0
2024-01-10,VEICULO_01,MODELO_D,270,104.09387271427688,2.5938126131699626,565.4800274868103,0.0,0.0,0,0
2024-01-10,VEICULO_02,MODELO_D,492,108.08025265921887,4.552172926087568,544.7774968834318,0.0,0.0,0,0
2024-01-10,VEICULO_03,MODELO_E,444,92.10108259969702,4.820790239022235,629.4028390019628,0.0,0.0,0,0
2024-01-10,VEICULO_04,MODELO_D,344,96.35791663560593,3.5700232218686847,660.8335718550129,0.0,0.0,0,0
2024-01-10,VEICULO_05,MODELO_D,140,44.76857390568109,3.127193649164557,235.27372206608868,0.0,0.0,0,0
2024-01-10,VEICULO_06,MODELO_A,74,26.123315071677922,2.8327185809671023,182.03541640555494,0.0,0.0,0,0
2024-01-10,VEICULO_07,MODELO_A,392,95.59953702039657,4.100438267984134,515.7589645095096,0.0,0.0,0,0
2024-01-10,VEICULO_08,MODELO_D,383,109.27797516251377,3.504823359239755,658.2349604674325,0.0,109.50144386492107,0,0
2024-01-10,VEICULO_09,MODELO_D,343,70.16247548992001,4.888653052859824,433.1299660125901,0.0,0.0,0,0
2024-01-10,VEICULO_10,MODELO_B,348,113.25404933639005,3.0727378141364428,779.3147419706092,0.0,0.0,0,0
2024-01-10,VEICULO_11,MODELO_E,383,80.67088992972849,4.747685321602712,499.34616660049596,46.03019430051907,0.0,22,0
2024-01-10,VEICULO_12,MODELO_A,352,71.85302381334292,4.898889167342663,441.59343033405696,0.0,0.0,0,0
2024-01-10,VEICULO_13,MODELO_B,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-10,VEICULO_14,MODELO_D,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-10,VEICULO_15,MODELO_D,112,33.64922719777262,3.3284568273060886,208.8845484224384,0.0,0.0,0,0
2024-01-10,VEICULO_16,MODELO_B,271,85.23179394097922,3.1795646609017805,504.05050333617635,0.0,0.0,0,0
2024-01-10,VEICULO_17,MODELO_B,467,115.2995633093939,4.050318896237759,744.9567297464898,58.03924797045417,0.0,15,0
2024-01-10,VEICULO_18,MODELO_D,179,70.36705029749102,2.5438042271665657,456.1313829340598,0.0,0.0,0,0
2024-01-10,VEICULO_19,MODELO_B,92,19.78958325674217,4.648910429614846,109.90931979865528,0.0,0.0,0,0
2024-01-10,VEICULO_20,MODELO_A,457,166.43536891793158,2.745810598859815,1102.6534152915522,0.0,0.0,0,0
2024-01-11,VEICULO_01,MODELO_A,108,34.75439768338049,3.1075204060188755,217.9928498616126,0.0,0.0,0,0
2024-01-11,VEICULO_02,MODELO_D,404,138.82005301317633,2.910242369390636,867.1678881560596,0.0,17.453212396062785,0,0
2024-01-11,VEICULO_03,MODELO_A,115,38.687550571245,2.9725324633365435,193.5081045095711,0.0,0.0,0,0
2024-01-11,VEICULO_04,MODELO_A,375,95.12176215063397,3.94231552824004,595.3210898501542,0.0,0.0,0,0
2024-01-11,VEICULO_05,MODELO_D,215,60.31625312543807,3.564545024918414,415.8624212273749,0.0,48.22198261245921,0,0
2024-01-11,VEICULO_06,MODELO_E,380,77.89035922868241,4.878652554218398,419.2112382154982,0.0,0.0,0,0
2024-01-11,VEICULO_07,MODELO_C,412,95.97924888478278,4.292594542957726,490.72279269334354,0.0,0.0,0,0
2024-01-11,VEICULO_08,MODELO_C,175,52.335339417245216,3.3438208665239895,304.3410230378257,0.0,0.0,0,0
2024-01-11,VEICULO_09,MODELO_B,252,66.69845452894337,3.778198487202521,349.6518696092596,0.0,0.0,0,0
2024-01-11,VEICULO_10,MODELO_E,457,124.71803989959064,3.664265413150548,863.4118464818989,0.0,0.0,0,0
2024-01-11,VEICULO_11,MODELO_E,469,144.61289651085968,3.24314090455121,935.1946549880806,0.0,0.0,0,0
2024-01-11,VEICULO_12,MODELO_E,84,22.151582094708072,3.7920542036619262,134.39001158078182,0.0,0.0,0,0
2024-01-11,VEICULO_13,MODELO_A,185,67.65623803645153,2.7344115689720514,459.5051189750706,0.0,0.0,0,0
2024-01-11,VEICULO_14,MODELO_D,402,83.04986069891241,4.840465674679505,475.61419621625504,11.097354538807714,0.0,7,0
2024-01-11,VEICULO_15,MODELO_C,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-11,VEICULO_16,MODELO_D,259,81.24658976717267,3.1878261074367926,549.9716410028425,0.0,0.0,0,0
2024-01-11,VEICULO_17,MODELO_E,125,39.582412888618876,3.1579681701501636,275.8905008124942,180.39306102447395,0.0,1,0
2024-01-11,VEICULO_18,MODELO_E,114,28.411711449924795,4.012429881280585,190.7022261849551,0.0,0.0,0,0
2024-01-11,VEICULO_19,MODELO_D,317,112.07347004605498,2.8285016950910276,694.1830481659229,0.0,0.0,0,0
2024-01-11,VEICULO_20,MODELO_D,393,129.49926976530526,3.034766147424952,852.8476859096884,0.0,0.0,0,0
2024-01-12,VEICULO_01,MODELO_E,122,38.64096931095446,3.1572706941752053,200.25538829292697,0.0,0.0,0,0
2024-01-12,VEICULO_02,MODELO_E,387,140.28710802908088,2.7586283974132293,875.4493616548966,0.0,0.0,0,0
2024-01-12,VEICULO_03,MODELO_D,0,0.0,0.0,0.0,0.0,146.87457682963492,0,0
2024-01-12,VEICULO_04,MODELO_C,460,172.0295481803785,2.6739592405234665,1010.3634378018207,0.0,0.0,0,0
2024-01-12,VEICULO_05,MODELO_D,311,72.22635330191873,4.305907550114926,484.49010073343595,0.0,0.0,0,0
2024-01-12,VEICULO_06,MODELO_D,265,58.934728943292335,4.496499852489116,302.76560287329323,0.0,0.0,0,0
2024-01-12,VEICULO_07,MODELO_E,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-12,VEICULO_08,MODELO_C,426,99.05511633356811,4.3006360071845755,569.5582077171147,0.0,0.0,0,0
2024-01-12,VEICULO_09,MODELO_D,189,37.8462295786486,4.9938924459367176,193.27271861298954,0.0,0.0,0,0
2024-01-12,VEICULO_10,MODELO_B,0,0.0,0.0,0.0,0.0,0.0,0,0
2024-01-12,VEICULO_11,MODELO_D,100,22.657480462877402,4.413553402985057,123.32987711246521,0.0,0.0,0,0
2024-01-12,VEICULO_12,MODELO_A,398,119.07180146887805,3.3425210258872733,735.5125870477515,0.0,0.0,0,0
